incident_id,source_field,source_value,mapped_ethics_issue,mapped_application_area,mapping_reason
927,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
927,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
954,text_for_classification,chatbot,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
954,text_for_classification,scam,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
917,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
917,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1296,text_for_classification,chatbot,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1296,text_for_classification,fatal,Physical safety,,"Matched physical harm, collision, or fatality terms."
960,text_for_classification,ai generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
960,text_for_classification,hallucinat,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1028,text_for_classification,openai,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1028,text_for_classification,failure,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
1061,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1061,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
923,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
923,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
934,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
934,text_for_classification,error,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
937,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
937,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1008,text_for_classification,generative ai,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1008,text_for_classification,fraud,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1105,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1105,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
930,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
930,text_for_classification,antisemitic,Racial discrimination,,"Matched race, ethnicity, or antisemitism discrimination terms."
930,text_for_classification,without consent,Privacy,,"Matched privacy, surveillance, or data-protection terms."
930,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1056,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1056,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1009,text_for_classification,generative ai,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1009,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
933,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
933,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1029,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1029,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1419,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1419,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1537,text_for_classification,driverless,,Autonomous driving,Matched autonomous-driving terms.
1537,text_for_classification,injured,Physical safety,,"Matched physical harm, collision, or fatality terms."
935,text_for_classification,investment,,Smart finance,"Matched finance, insurance, or trading terms."
935,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
940,text_for_classification,self-driving,,Autonomous driving,Matched autonomous-driving terms.
940,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
941,text_for_classification,banking,,Smart finance,"Matched finance, insurance, or trading terms."
941,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1051,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
1051,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
1067,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1067,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
945,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
945,text_for_classification,deepfake,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
1491,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
1491,text_for_classification,killed,Physical safety,,"Matched physical harm, collision, or fatality terms."
942,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
942,text_for_classification,phishing,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
943,text_for_classification,ai-generated,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
